Id,Label,condition
C0345905,Intrahepatic Cholangiocarcinoma,disease
C0008372,Intrahepatic Cholestasis,disease
C1855284,Intrahepatic biliary atresia,disease
C0021890,Intraoperative Complications,disease
C0079027,Intraoperative Hemorrhage,disease
C0021862,Intraosseous Ganglion,disease
C0021897,Intrathoracic Goiters,disease
C0021933,Intussusception,disease
C0276653,Invasive Pulmonary Aspergillosis,disease
C0206721,Inverted Papilloma,disease
C0022073,Iridocyclitis,disease
C0022078,Iris Diseases,disease
C0022079,Iris Neoplasms,disease
C0022081,Iritis,disease
C0012715,Iron Metabolism Disorders,disease
C0282193,Iron Overload,disease
C0162316,Iron deficiency anemia,disease
C0022104,Irritable Bowel Syndrome,disease
C0271178,Irvine-Gass Syndrome,disease
C0242287,Isaacs syndrome,disease
C0022116,Ischemia,disease
C0022134,Islet Cell Adenoma,disease
C0242621,Isochromosomes,disease
C2717907,Isolated Noncompaction of the Ventricular Myocardium,disease
C0311386,Isosporiasis,disease
C0014057,Japanese Encephalitis,disease
C0022350,"Jaundice, Chronic Idiopathic",disease
C0242183,"Jaundice, Hemolytic",symptom
C0022354,"Jaundice, Obstructive",symptom
C0022360,Jaw Abnormalities,disease
C0022361,Jaw Cysts,disease
C0022362,Jaw Diseases,disease
C0022363,Jaw Fractures,disease
C0341038,Jaw Keratocyst,disease
C0022364,Jaw Neoplasms,disease
C0022366,"Jaw, Edentulous",disease
C0022367,"Jaw, Edentulous, Partially",disease
C0022373,Jejunal Diseases,disease
C0022374,Jejunal Neoplasms,disease
C0022387,Jervell-Lange Nielsen Syndrome,disease
C0231311,Jet Lag Syndrome,disease
C0085433,"Joint Deformities, Acquired",disease
C0022410,Joint Instability,disease
C0022411,Joint Loose Bodies,disease
C0022415,Joint Tuberculosis,disease
C0079301,Junctional Epidermolysis Bullosa,disease
C0349639,Juvenile Myelomonocytic Leukemia,disease
C0270853,Juvenile Myoclonic Epilepsy,disease
C0280783,Juvenile Pilocytic Astrocytoma,disease
C0751491,Juvenile Sandhoff Disease,disease
C0043324,Juvenile Xanthogranuloma,disease
C0796004,Kabuki make-up syndrome,disease
C1563720,Kallmann Syndrome 2 (disorder),disease
C0036220,Kaposi Sarcoma,disease
C0022504,Kaposi Varicelliform Eruption,disease
C0022521,Kartagener Syndrome,disease
C2745963,Kashin-Beck Disease,disease
C0022541,Kearns-Sayre syndrome,disease
C0022548,Keloid,disease
C0022568,Keratitis,disease
C0022570,"Keratitis, Dendritic",disease
C0019357,"Keratitis, Herpetic",disease
C0022573,Keratoconjunctivitis,disease
C0022575,Keratoconjunctivitis Sicca,disease
C0022576,"Keratoconjunctivitis, Infectious",disease
C0022577,"Keratoconjunctivitis, Vernal",symptom
C0022578,Keratoconus,disease
C0022584,"Keratoderma, Palmoplantar, Diffuse",disease
C0022594,Keratosis Blennorrhagica,disease
C0022595,Keratosis Follicularis,disease
C0276742,Kerion celsi,disease
C0022610,Kernicterus,disease
C0022638,Ketosis,disease
C0206180,Ki-1+ Anaplastic Large Cell Lymphoma,disease
C0022650,Kidney Calculi,disease
C0022656,Kidney Cortex Necrosis,disease
C0022658,Kidney Diseases,disease
C0035078,Kidney Failure,disease
C0022660,"Kidney Failure, Acute",disease
C0022661,"Kidney Failure, Chronic",disease
C0022665,Kidney Neoplasm,disease
C0022667,Kidney Papillary Necrosis,disease
C1096154,Kinsbourne Syndrome,disease
C0022729,Klebsiella Infections,disease
C0206085,Kleine-Levin Syndrome,disease
C0543754,"Klinefelter Syndrome, Variants",disease
C0022738,Klippel-Feil Syndrome,disease
C0022739,Klippel-Trenaunay-Weber Syndrome,disease
C0270707,Kluver-Bucy Syndrome,disease
C0159970,Knee Dislocation,disease
C0022744,Knee Injuries,disease
C0022790,Krukenberg Tumor,disease
C0022802,Kuru,disease
C0022806,Kwashiorkor,disease
C0022821,Kyphosis deformity of spine,disease
C0175704,LEOPARD Syndrome,disease
C0233472,Labile affect,disease
C0474368,Labor Pain,symptom
C0022882,Laboratory Infection,disease
C0022890,Labyrinthine disorder,disease
C0022893,Labyrinthitis,disease
C0043246,Laceration,disease
C0022904,Lacrimal Apparatus Diseases,disease
C0022906,Lacrimal Duct Obstruction,disease
C0022927,Lactation Disorder,disease
C0022951,Lactose Intolerance,disease
C0022958,Lacunar Dementias,disease
C0751783,Lafora Disease,disease
C0022972,Lambert-Eaton Myasthenic Syndrome,disease
C0282512,Landau-Kleffner Syndrome,disease
C0023003,Langer-Giedion Syndrome,disease
C0271568,Laron Syndrome,disease
C0546999,"Larva Migrans, Cutaneous",disease
C0023049,"Larva Migrans, Visceral",disease
C0023051,Laryngeal Diseases,disease
C0023052,Laryngeal Edema,disease
C0023067,Laryngitis,disease
C0264303,Laryngomalacia,disease
C0023066,Laryngospasm,disease
C0023092,Lassa Fever,disease
C0022340,Late-Infantile Neuronal Ceroid Lipfuscinosis,disease
C1609538,Latent Tuberculosis,disease
C0043019,Lateral Medullary Syndrome,disease
C0751827,Lateral Sinus Thrombophlebitis,disease
C0577628,Latex allergy,disease
C0023119,Lathyrism,disease
C0023138,Laurence-Moon Syndrome,disease
C0751860,"Lead Encephalopathy, Childhood",disease
C0023176,Lead Poisoning,disease
C0751859,"Lead Poisoning, Nervous System",disease
C0751862,Lead Polyneuropathy,disease
C0149721,Left Ventricular Hypertrophy,disease
C1277187,Left ventricular systolic dysfunction,disease
C0023219,Leg Dermatoses,disease
C0023220,Leg Injuries,disease
C0023221,Leg Length Inequality,disease
C0023223,Leg Ulcer,disease
C0023240,Legionellosis,disease
C0023241,Legionnaires' Disease,disease
C0086533,"Leiomyoma, Epithelioid",disease
C0206654,Leiomyomatosis,disease
C0023281,Leishmaniasis,disease
C0086540,"Leishmaniasis, New World",disease
C0023290,"Leishmaniasis, Visceral",disease
C0343525,Lemierre Syndrome,disease
C0023308,Lens Diseases,disease
C0023309,Lens dislocation,disease
C0023321,Lentigo,disease
C0079680,Lentivirus Infections,disease
C0023343,Leprosy,disease
C0023348,"Leprosy, Lepromatous",disease
C1562585,"Leprosy, Multibacillary",disease
C0023364,Leptospirosis,disease
C0023370,Leriche Syndrome,disease
C0023374,Lesch-Nyhan Syndrome,disease
C0023380,Lethargy,symptom
C0023420,Leukemia L1210,disease
C0023421,Leukemia L5178,disease
C0023429,Leukemia P388,disease
C2004493,"Leukemia, B-Cell",disease
C0023439,"Leukemia, Eosinophilic, Acute",disease
C0023441,"Leukemia, Experimental",disease
C0085164,"Leukemia, Feline",disease
C0023461,"Leukemia, Mast-Cell",disease
C0023466,"Leukemia, Monocytic, Chronic",disease
C1292772,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative",disease
C0023474,"Leukemia, Myeloid, Chronic-Phase",disease
C0023480,"Leukemia, Myelomonocytic, Chronic",disease
C1955860,"Leukemia, Natural Killer Cell Large Granular Lymphocytic",disease
C0023484,"Leukemia, Plasma Cell",disease
C0023488,"Leukemia, Radiation-Induced",disease
C0023492,"Leukemia, T-Cell",disease
C0023494,"Leukemia, T-Cell, Chronic",disease
C0162679,Leukemic Infiltration,disease
C0023501,Leukemoid Reaction,disease
C0948163,Leukoaraiosis,disease
C0023510,Leukocyte Disorders,disease
C0242597,Leukocyte-Adhesion Deficiency Syndrome,disease
C0023518,Leukocytosis,disease
C0014077,"Leukoencephalitis, Acute Hemorrhagic",disease
C0270612,Leukoencephalopathy,disease
C0023524,"Leukoencephalopathy, Progressive Multifocal",disease
C0002890,Leukoerythroblastic Anemia,disease
C0023529,"Leukomalacia, Periventricular",disease
C0023530,Leukopenia,disease
C0023531,Leukoplakia,disease
C0023532,"Leukoplakia, Oral",disease
C0023533,Leukorrhea,disease
C0282548,Leukostasis,disease
C0023569,Levocardia,disease
C5690880,Levotransposition of Great Vessels,disease
C0752347,Lewy Body Disease,disease
C0023601,Leydig Cell Tumor,disease
C0085390,Li-Fraumeni Syndrome,disease
C0030756,Lice Infestations,disease
C0162849,Lichen Nitidus,disease
C0023646,Lichen Planus,disease
C0206139,"Lichen Planus, Oral",disease
C0023652,Lichen Sclerosus et Atrophicus,disease
C0162848,Lichenoid Eruptions,disease
C0221043,Liddle Syndrome,disease
C0220870,Lightheadedness,symptom
C0023702,Lightning Injuries,disease
C0206762,"Limb Deformities, Congenital",disease
C0338430,Limbic Encephalitis,disease
C0263409,Linear Scleroderma,disease
C0751504,Linear Skull Fracture,disease
C0266284,Lingual Thyroid,disease
C0023743,Linitis Plastica,disease
C0023760,Lip Diseases,disease
C0023761,Lip Neoplasms,disease
C0154251,Lipid Metabolism Disorders,disease
C0023772,"Lipid Metabolism, Inborn Errors",disease
C0011859,Lipoatrophic Diabetes Mellitus,disease
C0023787,Lipodystrophy,symptom
C0023795,Lipoid Proteinosis of Urbach and Wiethe,disease
C0027721,Lipoid nephrosis,disease
C0023794,Lipoidosis,disease
C3852998,Lipolymphedema,disease
C0023798,Lipoma,disease
C0023801,Lipomatosis,disease
C0023804,"Lipomatosis, Multiple Symmetrical",disease
C0206631,Lipomatous neoplasm,disease
C0206634,"Liposarcoma, Myxoid",disease
C0343442,Listeria Cerebritis,disease
C0023860,Listeriosis,disease
C0023869,Lithiasis,disease
C0085642,Livedo Reticularis,symptom
C0023885,Liver Abscess,disease
C0267830,"Liver Abscess, Pyogenic",disease
C0023890,Liver Cirrhosis,symptom
C0023891,"Liver Cirrhosis, Alcoholic",disease
C0023893,"Liver Cirrhosis, Experimental",disease
C0023897,"Liver Diseases, Parasitic",disease
C0085605,Liver Failure,symptom
C0162557,"Liver Failure, Acute",symptom
C0023904,"Liver Neoplasms, Experimental",disease
C2239176,Liver carcinoma,disease
C0023895,Liver diseases,disease
C0431362,Lobar Holoprosencephaly,disease
C0023931,Lobstein Disease,disease
C0343495,Lockjaw,symptom
C0751543,Locomotor Ataxia,disease
C0023968,Loiasis,disease
C0024003,Lordosis,disease
C0024025,Louping Ill,disease
C0007166,Low Cardiac Output,symptom
C0334486,Low Grade Endometrial Stromal Sarcoma,disease
C0152136,Low Tension Glaucoma,disease
C0042798,Low Vision,symptom
C0270896,Lower Brachial Plexus Neuropathy,disease
C0431943,"Lower Extremity Deformities, Congenital",disease
C0024054,Lown-Ganong-Levine Syndrome,disease
C0949496,Luft Disease,disease
C1442869,Lumbar Osteoarthritis,disease
C0024106,Lumpy Skin Disease,disease
C0024110,Lung Abscess,disease
C0024116,"Lung Diseases, Fungal",disease
C0600260,"Lung Diseases, Obstructive",disease
C0024118,"Lung Diseases, Parasitic",disease
C0024121,Lung Neoplasms,disease
C0024115,Lung diseases,disease
C0024137,"Lupus Erythematosus, Cutaneous",disease
C0024141,"Lupus Erythematosus, Systemic",disease
C0024143,Lupus Nephritis,disease
C0752332,"Lupus Vasculitis, Central Nervous System",disease
C0024131,Lupus Vulgaris,disease
C0024164,Lutembacher Syndrome,disease
C0024167,Luteoma,disease
C0024198,Lyme Disease,disease
C0752235,Lyme Neuroborreliosis,disease
C0024214,Lymphangiectasis,disease
C0024215,"Lymphangiectasis, Intestinal",disease
C0751674,Lymphangioleiomyomatosis,disease
C0206620,"Lymphangioma, Cystic",disease
C0024223,Lymphangiomyoma,disease
C0024225,Lymphangitis,disease
C0398368,Lymphatic Abnormalities,disease
C0024228,Lymphatic Diseases,symptom
C0024232,Lymphatic Metastasis,disease
C0024248,Lymphocele,disease
C0024266,Lymphocytic Choriomeningitis,disease
C0024282,Lymphocytosis,disease
C0024286,Lymphogranuloma Venereum,disease
C0023448,Lymphoid leukemia,disease
C0024299,Lymphoma,symptom
C0085090,"Lymphoma, AIDS-Related",disease
C1956130,"Lymphoma, Follicular, Grade 1",disease
C4721532,"Lymphoma, Non-Hodgkin, Familial",symptom
C0079773,"Lymphoma, T-Cell, Cutaneous",disease
C0024307,Lymphomatoid Granulomatosis,disease
C0206182,Lymphomatoid Papulosis,disease
C0024312,Lymphopenia,disease
C0085078,Lysosomal Storage Diseases,disease
C0751738,"Lysosomal Storage Diseases, Nervous System",disease
C0162671,MELAS Syndrome,disease
C0162672,MERRF Syndrome,disease
C0270730,MPTP Poisoning,disease
C0751668,Machado-Joseph Disease Type I,disease
C0853030,Macroamylasemia,disease
C0024421,Macroglossia,disease
C1096155,Macrophage Activation Syndrome,disease
C0024433,Macrostomia,disease
C0024441,Macular Holes,disease
C0024439,Macular corneal dystrophy,disease
C0024437,Macular degeneration,disease
C0024473,Magnesium Deficiency,disease
C0024507,Majewski Syndrome,disease
C0024523,Malabsorption Syndrome,symptom
C0024525,Malacoplakia,disease
C0024530,Malaria,disease
C0751628,Malaria Meningitis,disease
C0024533,"Malaria, Avian",disease
C0024535,"Malaria, Falciparum",disease
C0024537,"Malaria, Vivax",disease
C0751649,"Malignancies, Post-Traumatic",disease
C0221011,Malignant Atrophic Papulosis,disease
C0024586,Malignant Carcinoid Syndrome,disease
C0334463,Malignant Fibrous Histiocytoma,disease
C0020540,Malignant Hypertension,disease
C1334603,Malignant Mixed Mesodermal (Mullerian) Tumor,disease
C0206625,Malignant Mixed Tumor,disease
C0006826,Malignant Neoplasms,disease
C0751690,Malignant Peripheral Nerve Sheath Tumor,disease
C0751688,Malignant Squamous Cell Neoplasm,disease
C0042237,Malignant Vaginal Neoplasm,disease
C0276241,Malignant catarrhal fever,disease
C0024591,Malignant hyperpyrexia due to anesthesia,disease
C0496779,Malignant neoplasm of appendix,disease
C0006142,Malignant neoplasm of breast,disease
C0546837,Malignant neoplasm of esophagus,disease
C0153452,Malignant neoplasm of gallbladder,disease
C0685938,Malignant neoplasm of gastrointestinal tract,disease
C0007107,Malignant neoplasm of larynx,disease
C0345904,Malignant neoplasm of liver,disease
C0242379,Malignant neoplasm of lung,disease
C1140680,Malignant neoplasm of ovary,disease
C0376358,Malignant neoplasm of prostate,disease
C0024622,Malignant neoplasm of retina,disease
C0220636,Malignant neoplasm of salivary gland,disease
C0153436,Malignant neoplasm of sigmoid colon,disease
C0007114,Malignant neoplasm of skin,disease
C0153646,Malignant neoplasm of spinal cord,disease
C0153470,Malignant neoplasm of spleen,disease
C0024623,Malignant neoplasm of stomach,disease
C0751552,Malignant neoplasm of thymus,disease
C0153619,Malignant neoplasm of ureter,disease
C0375071,Malignant neoplasm of vulva,disease
C0751560,Malignant neoplasm tonsil,disease
C0007102,Malignant tumor of colon,disease
C0496836,Malignant tumor of eye,disease
C0153504,Malignant tumor of mediastinum,disease
C0747273,Malignant tumour of parotid gland,disease
C0024633,Mallory-Weiss Syndrome,disease
C0162429,Malnutrition,symptom
C1257925,"Mammary Carcinoma, Animal",disease
C0021367,Mammary Ductal Carcinoma,disease
C0024668,"Mammary Neoplasms, Experimental",disease
C1257931,"Mammary Neoplasms, Human",disease
C0024689,Mandibular Diseases,disease
C0024692,Mandibular Fractures,disease
C0024693,Mandibular Injuries,disease
C0024694,Mandibular Neoplasms,disease
C0242387,Mandibulofacial Dysostosis,disease
C0677050,Manganese Poisoning,disease
C0024710,"Mange, Sarcoptic",disease
C0024713,Manic Disorder,disease
C4721414,Mantle cell lymphoma,disease
C0751285,"Maple Syrup Urine Disease, Thiamine Responsive",disease
C0024788,Marburg Virus Disease,disease
C0238265,Marchiafava-Bignami Disease,disease
C0024793,Marek Disease,disease
C4721845,"Marfan Syndrome, Type I",disease
C0024862,Masochism,disease
C0001364,Massive Hepatic Necrosis,disease
C0036221,Mast-Cell Sarcoma,disease
C0024894,Mastitis,disease
C0024899,Mastocytosis,disease
C0221013,"Mastocytosis, Systemic",disease
C0024904,Mastoiditis,disease
C4704910,Maternal Sepsis,disease
C0024950,Maxillary Diseases,disease
C0024953,Maxillary Fractures,disease
C0024954,Maxillary Neoplasms,disease
C0024958,Maxillary Sinus Neoplasms,disease
C0024959,Maxillary Sinusitis,disease
C0524948,Maxillofacial Abnormalities,disease
C0024961,Maxillofacial Injuries,disease
C0242292,McCune-Albright Syndrome,disease
C0025007,Measles,disease
C0025037,Meckel Diverticulum,disease
C0025048,Meconium Aspiration Syndrome,disease
C0456516,"Median Neuropathy, Proximal",disease
C0025060,Mediastinal Cyst,disease
C0025061,Mediastinal Diseases,disease
C0025062,Mediastinal Emphysema,disease
C0025064,Mediastinitis,disease
C0206693,Medullary carcinoma,disease
C0022681,Medullary sponge kidney,disease
C0025160,Megacolon,disease
C0025162,"Megacolon, Toxic",disease
C0007933,Meibomian Cyst,disease
C0025183,Meige Syndrome,disease
C0025184,Meigs Syndrome,disease
C0027962,Melanocytic nevus,symptom
C0206735,"Melanoma, Amelanotic",disease
C0025205,"Melanoma, Experimental",disease
C0025209,Melanosis,symptom
C0025221,Meleda Disease,disease
C0025222,Melena,disease
C0025229,Melioidosis,disease
C0025235,Melkersson-Rosenthal Syndrome,disease
C0025239,Melorheostosis,disease
C0220654,Meningeal Carcinomatosis,disease
C0025287,Meningism,symptom
C0025289,Meningitis,symptom
C0085437,"Meningitis, Bacterial",disease
C0085436,"Meningitis, Cryptococcal",disease
C0338395,"Meningitis, Escherichia coli",disease
C0085438,"Meningitis, Fungal",disease
C1135745,"Meningitis, Meningococcal, Serogroup A",disease
C0025303,Meningococcal Infections,disease
C0025309,Meningoencephalitis,disease
C0022716,Menkes Kinky Hair Syndrome,disease
C0025323,Menorrhagia,symptom
C0011570,Mental Depression,disease
C0025427,Mercury Poisoning,disease
C0546127,"Mercury Poisoning, Nervous System",disease
C0007129,Merkel cell carcinoma,disease
C0206637,Mesenchymal Chondrosarcoma,disease
C0025464,Mesenchymoma,disease
C0025467,Mesenteric Cyst,disease
C0025469,Mesenteric Lymphadenitis,disease
C0025472,Mesenteric Vascular Occlusion,disease
C0025476,Mesial Movement of Teeth,disease
C0025490,Mesonephroma,disease
C3714739,Mesothelial Neoplasms,disease
C0025500,Mesothelioma,disease
C0206680,"Mesothelioma, Cystic",disease
C0025517,Metabolic Diseases,disease
C0025530,Metagonimiasis,disease
C0025534,"Metal Metabolism, Inborn Errors",disease
C0025568,Metaplasia,disease
C0025587,Metatarsalgia,symptom
C0025637,Methemoglobinemia,disease
C0025874,Metrorrhagia,disease
C0025945,"Microangiopathy, Diabetic",disease
C0025958,Microcephaly,symptom
C0025988,Microglossia,disease
C0025990,Micrognathism,symptom
C1449861,"Micronuclei, Chromosome-Defective",disease
C0026010,Microphthalmos,disease
C0344452,Microprolactinoma,disease
C2347126,Microscopic Polyarteritis,disease
C0085407,Microsporidiosis,disease
C0026034,Microstomia,disease
C0206064,Microvascular Angina,disease
C0740376,Middle Cerebral Artery Thrombosis,disease
C0155490,Middle Ear Cholesteatoma,disease
C0026069,Middle Lobe Syndrome,disease
C0149931,Migraine Disorders,disease
C0154723,Migraine with Aura,disease
C0026103,Mikulicz Disease,disease
C0026113,Miliaria,disease
C0079840,Milk Allergy,disease
C0026139,Milk Sickness,disease
C0026141,Milk-Alkali Syndrome,disease
C0026143,Milker's Nodes,disease
C0393799,Miller Fisher Syndrome,disease
C1704423,Milroy Disease,disease
C0342488,"Mineralocorticoid Excess Syndrome, Apparent",disease
C0026205,Miosis disorder,symptom
C0267878,Mirizzi Syndrome,disease
C0000814,Missed abortion,disease
C0751794,"Missile Injuries, Penetrating, Head",disease
C0026229,Mite Infestations,disease
C0162666,Mitochondrial Encephalomyopathies,disease
C0026266,Mitral Valve Insufficiency,disease
C0026267,Mitral Valve Prolapse Syndrome,disease
C0026269,Mitral Valve Stenosis,disease
C0026272,Mixed Connective Tissue Disease,disease
C0026277,Mixed Salivary Gland Tumor,disease
C0206627,"Mixed Tumor, Mullerian",disease
C0221060,Mobius Syndrome,disease
C0026363,Mohr Syndrome,disease
C0162475,"Molar, Fourth",disease
C0026393,Molluscum Contagiosum,disease
C0265985,Mongolian Spot,disease
C0276180,Monkeypox disease,disease
C0026470,Monoclonal Gammopathy of Undetermined Significance,disease
C0235880,Mononeuritis,disease
C0026499,Monosomy,disease
C0525045,Mood Disorders,symptom
C4505439,Moral Injury,disease
C1258225,Moraxellaceae Infections,disease
C0028756,Morbid obesity,symptom
C0406537,Morbilliform Drug Reaction,disease
C0206614,Morbillivirus Infections,disease
C4721789,Morgagni-Stewart-Morel Syndrome,disease
C0312416,Morning Sickness,symptom
C0026552,Morphine Dependence,disease
C3854373,Morvan syndrome,disease
C0026603,Motion Sickness,symptom
C0234329,"Motor Disorder, Vagus Nerve",disease
C0085084,Motor Neuron Disease,disease
C0026613,Motor Skills Disorders,disease
C3887755,Mountain Sickness,disease
C0026633,Mouth Abnormalities,disease
C0026635,Mouth Breathing,symptom
C0026636,Mouth Diseases,disease
C0026640,Mouth Neoplasms,disease
C0026644,"Mouth, Edentulous",disease
C0026650,Movement Disorders,disease
C0026654,Moyamoya Disease,disease
C0162855,Mucinoses,disease
C0002173,"Mucinosis, Follicular",disease
C0007130,Mucinous Adenocarcinoma,disease
C0026683,Mucocele,disease
C0026691,Mucocutaneous Lymph Node Syndrome,disease
C1328252,Mucocutaneous leishmaniasis,disease
C0206694,Mucoepidermoid Carcinoma,disease
C0206712,Mucoepidermoid Tumor,disease
C0026703,Mucopolysaccharidoses,disease
C0026705,Mucopolysaccharidosis II,disease
C0026706,Mucopolysaccharidosis III,disease
C0026707,Mucopolysaccharidosis IV,disease
C0026708,Mucopolysaccharidosis V,disease
C0026709,Mucopolysaccharidosis VI,disease
C0085132,Mucopolysaccharidosis VII,disease
C0026718,Mucormycosis,disease
C0242647,Mucosa-Associated Lymphoid Tissue Lymphoma,disease
C0524582,Mulibrey Nanism,disease
C0026755,Multiple Carboxylase Deficiency,disease
C0242992,Multiple Chemical Sensitivity,disease
C0027662,Multiple Endocrine Neoplasia,disease
C0025267,Multiple Endocrine Neoplasia Type 1,disease
C0025268,Multiple Endocrine Neoplasia Type 2a,disease
C0025269,Multiple Endocrine Neoplasia Type 2b,disease
C0751692,Multiple Hemangioblastomas,disease
C0026764,Multiple Myeloma,disease
C0026766,Multiple Organ Failure,disease
C0748164,Multiple Pulmonary Nodules,disease
C0026769,Multiple Sclerosis,disease
C0393665,"Multiple Sclerosis, Chronic Progressive",disease
C0751967,"Multiple Sclerosis, Relapsing-Remitting",disease
C0393571,Multiple System Atrophy,disease
C0026771,Multiple Trauma,disease
C0000772,Multiple congenital anomalies,disease
C0026780,Mumps,disease
C0026785,Munchausen Syndrome,disease
C0079864,Murine Acquired Immunodeficiency Syndrome,disease
C0026821,Muscle Cramp,symptom
C0026826,Muscle Hypertonia,symptom
C0026838,Muscle Spasticity,symptom
C0151786,Muscle Weakness,symptom
C0080194,Muscle strain,disease
C0026846,Muscular Atrophy,symptom
C0752352,"Muscular Disorders, Atrophic",disease
C0686353,"Muscular Dystrophies, Limb-Girdle",disease
C0026850,Muscular Dystrophy,disease
C0410189,"Muscular Dystrophy, Emery-Dreifuss",disease
C0238288,"Muscular Dystrophy, Facioscapulohumeral",disease
C0270952,"Muscular Dystrophy, Oculopharyngeal",disease
C0026865,Mushroom Poisoning,disease
C0026884,Mutism,symptom
C0026896,Myasthenia Gravis,disease
C0752087,"Myasthenia Gravis, Autoimmune, Experimental",disease
C0751882,"Myasthenic Syndromes, Congenital",disease
C2355609,Mycetoma of foot,disease
C0026918,Mycobacterium Infections,disease
C0026916,Mycobacterium avium-intracellulare Infection,disease
C0026936,Mycoplasma Infections,disease
C0032302,Mycoplasma pneumonia,disease
C0026945,Mycoplasmatales Infections,disease
C0026946,Mycoses,disease
C0026948,Mycosis Fungoides,disease
C0026953,Mycotoxicosis,disease
C0026961,Mydriasis,disease
C0026975,Myelitis,disease
C0026976,"Myelitis, Transverse",disease
C0206635,Myelolipoma,disease
C0027022,Myeloproliferative disease,disease
C0027030,Myiasis,disease
C0027051,Myocardial Infarction,disease
C0151744,Myocardial Ischemia,disease
C0086666,Myocardial Preinfarction Syndrome,symptom
C0027055,Myocardial Reperfusion Injury,disease
C0948355,Myocardial bridging,disease
C0027059,Myocarditis,disease
C0007761,Myoclonic Cerebellar Dyssynergia,disease
C0438414,Myoclonic Encephalopathy,disease
C0021712,"Myoclonus, Intention",symptom
C0027070,Myoepithelioma,disease
C3179196,Myofascial Trigger Point Pain,disease
C1266121,Myofibroma (morphologic abnormality),disease
C0206648,Myofibromatosis,disease
C0027080,Myoglobinuria,disease
C0684219,Myokymia,symptom
C0027086,Myoma,disease
C0282606,Myomatous neoplasm,disease
C1563709,Myopathic Ophthalmopathy,symptom
C0026848,Myopathy,disease
C0027092,Myopia,symptom
C0154778,"Myopia, Degenerative",disease
C0027095,Myosarcoma,disease
C0027122,Myositis Ossificans,disease
C0544796,"Myositis, Proliferative",disease
C0027127,Myotonia Congenita,disease
C0027126,Myotonic Dystrophy,disease
C0700153,Myotonus (finding),symptom
C0027145,Myxedema,disease
C0205766,Myxofibroma,disease
C1258666,Myxoid cyst,disease
C0027149,Myxoma,disease
C0027152,"Myxomatosis, Infectious",disease
C0027155,Myxosarcoma,disease
C1969623,"NEUROFIBROMATOSIS, TYPE 1-LIKE SYNDROME",disease
C0751033,Naffziger Syndrome,disease
C0027333,Nagana,disease
C0027339,Nail Diseases,disease
C0027341,Nail-Patella Syndrome,disease
C0027343,"Nails, Ingrown",disease
C0027344,"Nails, Malformed",disease
C0027402,Narcissistic Personality Disorder,disease
C0027404,Narcolepsy,disease
C0234447,Narcosis,symptom
C0027430,Nasal Polyps,disease
C0392788,Nasal Type Extranodal NK/T-Cell Lymphoma,disease
C0027429,Nasal obstruction present finding,disease
C0027438,Nasopharyngeal Diseases,disease
C0027439,Nasopharyngeal Neoplasms,disease
C0027441,Nasopharyngitis,disease
C0027516,Near Drowning,disease
C0027528,Necatoriasis,disease
C0027531,Neck Injuries,disease
C0027533,Neck Neoplasms,disease
C0007859,Neck Pain,symptom
C0027537,Necrobacillosis,disease
C0027538,Necrobiosis Lipoidica,disease
C0162812,Necrobiotic Disorders,disease
C1275339,Necrobiotic Xanthogranuloma,disease
C0027540,Necrosis,disease
C0520459,Necrotizing Enterocolitis,disease
C0027547,Necrotizing Scleritis,disease
C0017575,Necrotizing Ulcerative Gingivitis,disease
C0238124,Necrotizing fasciitis,disease
C0085178,Needlestick Injuries,disease
C0085396,Neisseriaceae Infections,disease
C0027577,Nelson Syndrome,disease
C0546125,"Nemaline Myopathy, Childhood Onset",disease
C0027583,Nematode infections,disease
C2936381,Neointima Formation,disease
C0027609,Neonatal Abstinence Syndrome,disease
C3853779,Neonatal Alloimmune Thrombocytopenia,disease
C0158982,Neonatal Myasthenia Gravis,disease
C0751946,"Neonatal Sleep Myoclonus, Benign",disease
C0021290,Neonatal disorder,disease
C0027626,Neoplasm Invasiveness,disease
C0027627,Neoplasm Metastasis,disease
C0027643,"Neoplasm Recurrence, Local",disease
C0027644,"Neoplasm Regression, Spontaneous",disease
C0027651,Neoplasms,symptom
C0206766,"Neoplasms, Adnexal and Skin Appendage",disease
C0206764,"Neoplasms, Complex and Mixed",disease
C0027656,"Neoplasms, Connective Tissue",disease
C1333190,"Neoplasms, Cystic",disease
C0027657,"Neoplasms, Dental Tissue",disease
C0027659,"Neoplasms, Experimental",disease
C0206649,"Neoplasms, Fibroepithelial",disease
C0206643,"Neoplasms, Fibrous Tissue",disease
C0027660,"Neoplasms, Glandular and Epithelial",disease
C0206722,"Neoplasms, Gonadal Tissue",disease
C0027661,"Neoplasms, Hormone-Dependent",disease
C0027663,"Neoplasms, Multiple Primary",disease
C0027664,"Neoplasms, Muscle Tissue",disease
C0027665,"Neoplasms, Nerve Tissue",disease
C0027666,"Neoplasms, Radiation-Induced",disease
C0027667,"Neoplasms, Unknown Primary",disease
C0027668,"Neoplasms, Vascular Tissue",disease
C0007621,Neoplastic Cell Transformation,disease
C0027672,"Neoplastic Syndromes, Hereditary",disease
C0027697,Nephritis,disease
C0027707,"Nephritis, Interstitial",disease
C0027708,Nephroblastoma,disease
C0027709,Nephrocalcinosis,disease
