umls_code,term
C0027583,Nematode infections
C0003952,Ascaridiasis
C0030100,Oxyuriasis
C0162636,Spirurida Infections
C0013100,Dracunculiasis
C0002831,Ancylostomiasis
C0027528,Necatoriasis
C0028887,Oesophagostomiasis
C0040947,Trichostrongyloidiasis
C0018477,Haemonchiasis
C0040948,Trichostrongylosis
C0013514,Echinostomiasis
C0030500,"Parasitic Diseases, Animal"
C0033741,"Protozoan Infections, Animal"
C0036231,Sarcocystosis
C0007930,Chagas Cardiomyopathy
C0040923,Trichomonas Vaginitis
C0013578,Ectoparasitic Infestations
C0024710,"Mange, Sarcoptic"
C0040124,Thyroglossal Cyst
C0023420,Leukemia L1210
C0023421,Leukemia L5178
C0023429,Leukemia P388
C0023494,"Leukemia, T-Cell, Chronic"
C0023484,"Leukemia, Plasma Cell"
C0023488,"Leukemia, Radiation-Induced"
C0206764,"Neoplasms, Complex and Mixed"
C0206624,Hepatoblastoma
C0027656,"Neoplasms, Connective Tissue"
C0936248,Chondroma
C0008479,Chondrosarcoma
C0206638,Giant Cell Tumor of Bone
C0036221,Mast-Cell Sarcoma
C0206641,Osteochondromatosis
C0015306,Hereditary Multiple Exostoses
C0001422,Adenofibroma
C0206650,Fibroadenoma
C0027086,Myoma
C0206658,Smooth Muscle Tumor
C0036213,Sarcoma 37
C0036211,Sarcoma 180
C0206093,Neuroectodermal Tumors
C0751677,Ependymoastrocytoma
C0017075,Ganglioneuroma
C0206693,Medullary carcinoma
C0086768,Pancreatic Cholera
C0751567,Trophoblastic Cancer
C0022134,Islet Cell Adenoma
C0021670,insulinoma
C0206669,Hepatocellular Adenoma
C0206677,Adenomatous Polyps
C0206709,"Cystadenoma, Serous"
C0206682,Follicular thyroid carcinoma
C0007135,"Adenocarcinoma, Scirrhous"
C0206686,Adrenocortical carcinoma
C1332347,Atypical Ductal Breast Hyperplasia
C0017689,Glucagonoma
C0206694,Mucoepidermoid Carcinoma
C0206700,"Cystadenocarcinoma, Papillary"
C0206708,Cervical Intraepithelial Neoplasia
C0282612,Prostatic Intraepithelial Neoplasias
C0007128,"Carcinoma, Krebs 2"
C0206704,"Carcinoma, Large Cell"
C0243038,"Carcinoma, Lewis Lung"
C0206713,"Papilloma, Intraductal"
C0206724,Sex Cord-Stromal Tumor
C0018206,granulosa cell tumor
C0024167,Luteoma
C0023601,Leydig Cell Tumor
C0036769,Sertoli Cell Tumor
C0027830,neurofibroma
C0206728,Plexiform Neurofibroma
C0027831,Neurofibromatosis 1
C0027858,Neuroma
C0027960,Nevus
C0027961,Nevus of Ota
C0022364,Jaw Neoplasms
C0030215,Palatal Neoplasms
C0751394,Cancer of Nose
C3179349,Gastrointestinal Stromal Sarcoma
C0027662,Multiple Endocrine Neoplasia
C0025268,Multiple Endocrine Neoplasia Type 2a
C0027577,Nelson Syndrome
C0042162,Uveal Neoplasms
C0008523,Choroid Neoplasms
C0023532,"Leukoplakia, Oral"
C0029897,Otorhinolaryngologic Neoplasms
C0027766,Nervous System Neoplasms
C0751886,"Brain Stem Neoplasms, Primary"
C0007762,Cerebellar Neoplasms
C0038874,Supratentorial Neoplasms
C0153644,"Cranial Nerve Neoplasms, Malignant"
C0036503,Sebaceous Gland Neoplasms
C0035244,Respiratory Tract Neoplasms
C0042237,Malignant Vaginal Neoplasm
C0007122,"Carcinoma, Brown-Pearce"
C0027666,"Neoplasms, Radiation-Induced"
C0027626,Neoplasm Invasiveness
C0043515,Zollinger-Ellison syndrome
C0282313,"Condition, Preneoplastic"
C0013338,Pituitary dwarfism
C0039743,Thanatophoric Dysplasia
C2931196,Craniofacial dysostosis type 1
C0035934,Rubinstein-Taybi Syndrome
C1833340,Synostotic Posterior Plagiocephaly
C0039075,Syndactyly
C0016842,Congenital pectus excavatum
C0282102,"Chondrodysplasia punctata, X-linked dominant type"
C0008928,Cleidocranial Dysplasia
C0013903,Ellis-Van Creveld Syndrome
C4704884,Fibrocystic Dysplasia of Bone
C0242292,McCune-Albright Syndrome
C4721789,Morgagni-Stewart-Morel Syndrome
C0029464,Osteosclerosis
C0242699,"Bone Demineralization, Pathologic"
C0033788,Pseudo-Hurler Polydystrophy
C3887650,Adult Rickets
C1721053,Female Athlete Triad Syndrome
C3494506,"Pseudohypoparathyroidism, Type Ia"
C0033835,Pseudopseudohypoparathyroidism
C0206231,Bone Malalignment
C0002382,Alveolar Bone Loss
C0014571,"Epiphyses, Slipped"
C1442903,Exostoses
C2674695,"Hypertrophic Osteoarthropathy, Primary, Autosomal Dominant"
C0036310,Scheuermann's Disease
C0037932,Curvature of spine
C0024003,Lordosis
C1442869,Lumbar Osteoarthritis
C5545315,Olisthesis
C1136148,Heel Spur Syndrome
C0025585,Deformity of metatarsal
C0152237,Talipes Calcaneovalgus
C0016507,"Foot Deformities, Acquired"
C0018536,Hallux Valgus
C1136154,Posterior Tibial Tendon Dysfunction
C0018566,Congenital Hand Deformities
C0033324,Prognathism
C0024689,Mandibular Diseases
C0079173,Craniomandibular Disorders
C0003090,Ankylosis
C0409959,"Osteoarthritis, Knee"
C0003892,Neurogenic arthropathy
C2936290,Femoracetabular Impingement
C4551649,Congenital Dysplasia Of The Hip
C0022410,Joint Instability
C0242287,Isaacs syndrome
C0752352,"Muscular Disorders, Atrophic"
C0686353,"Muscular Dystrophies, Limb-Girdle"
C0175709,Centronuclear myopathy
C0546125,"Nemaline Myopathy, Childhood Onset"
C0030443,Familial Periodic Paralysis
C1568272,Tendinopathy
C0151491,Congenital musculoskeletal anomalies
C0220704,Shprintzen syndrome
C1527404,Female Pseudo-Turner Syndrome
C0206762,"Limb Deformities, Congenital"
C0031575,Phocomelia
C0152427,Polydactyly
C1855284,Intrahepatic biliary atresia
C0085280,Alagille Syndrome
C0003466,"Anus, Imperforate"
C0014850,Esophageal Atresia
C0021828,Intestinal Atresia
C0017128,Gastric Fistula
C0030290,Pancreatic Fistula
C0014858,Esophageal motility disorders
C0032249,Plummer-Vinson Syndrome
C0014869,Peptic Esophagitis
C0009374,"Colonic Diseases, Functional"
C0001727,Afferent Loop Syndrome
C0005750,Blind Loop Syndrome
C0036992,Short Bowel Syndrome
C0038054,"Sprue, Tropical"
C0038238,Steatorrhea
C0032266,Pneumatosis Cystoides Intestinalis
C0033680,Protein-Losing Enteropathies
C0001075,Achlorhydria
C0152020,Gastroparesis
C0019156,Hepatic Veno-Occlusive Disease
C0600452,Hepatopulmonary Syndrome
C0023893,"Liver Cirrhosis, Experimental"
C0029163,Oral Hemorrhage
C0017577,Chronic desquamative gingivitis
C0376480,Gingival Overgrowth
C0017566,Gingival Hyperplasia
C0266929,Chronic Periodontitis
C0031094,Periodontal Pocket
C0040444,Tooth Migration
C0043352,Xerostomia
C0038364,"Stomatitis, Denture"
C0024421,Macroglossia
C0162475,"Molar, Fourth"
C0011330,Dental Calculus
C1527284,Dental Pulp Stone
C0011406,Dental Pulp Exposure
C0026618,"Dental Fluorosis, Acquired"
C0242385,Crossbite
C0011385,"Dental Occlusion, Traumatic"
C0399523,Class I malocclusion
C0024638,Class II division 2 malocclusion
C0011360,Dental Fissures
C0040434,Tooth Discoloration
C0040428,Tooth Abrasion
C5691421,Dental Enamel Erosion
C0040451,Tooth Resorption
C0035851,Root Resorption
C0015263,"Bronchospasm, Exercise-Induced"
C0023052,Laryngeal Edema
C0340228,Acquired Subglottic Stenosis
C0542142,Recurrent Laryngeal Nerve Paralysis
C0751201,Neurogenic Hoarseness
C0031190,Persistent Fetal Circulation Syndrome
C0037061,Siderosis
C0206063,Radiation Pneumonitis
C0025048,Meconium Aspiration Syndrome
C0006287,Bronchopulmonary Dysplasia
C0019077,Hemopneumothorax
C0751761,Upper Airway Resistance Sleep Apnea Syndrome
C0031880,Obesity Hypoventilation Syndrome
C0008039,Cheyne-Stokes Respiration
C0026635,Mouth Breathing
C0018780,"Hearing Loss, High-Frequency"
C0033074,Presbycusis
C0009197,Cochlear Diseases
C0029899,Otosclerosis
C0004303,"Auditory Diseases, Central"
C0750942,Auditory Inattention
C0751875,Spinal Cord Demyelinating Autoimmune Diseases
C0752087,"Myasthenia Gravis, Autoimmune, Experimental"
C0007462,Causalgia
C0034931,Reflex Sympathetic Dystrophy
C0393571,Multiple System Atrophy
C0751721,"Syncope, Cerebral"
C0162473,Auriculotemporal Syndrome
C0751739,Basal Ganglia Cerebrovascular Disease
C0013423,Dystonia Musculorum Deformans
C0751398,Familial Olivopontocerebellar Atrophy
C0040517,Gilles de la Tourette syndrome
C0751813,"Brain Injury, Chronic"
C3542499,Aminoacylase 2 Deficiency
C0023521,Globoid cell leukodystrophy
C0023374,Lesch-Nyhan Syndrome
C0751491,Juvenile Sandhoff Disease
C1848922,Hexosaminidase alpha-Subunit Deficiency (Variant B)
C0268247,"Niemann-Pick Disease, Type D"
C0751285,"Maple Syrup Urine Disease, Thiamine Responsive"
C0028860,Oculocerebrorenal Syndrome
C0751708,"Peroxisomal Dysfunction, General"
C0034960,Refsum Disease
C0085547,"Phenylketonuria, Maternal"
C0268542,Ornithine carbamoyltransferase deficiency
C0022610,Kernicterus
C0751668,Machado-Joseph Disease Type I
C0016719,Friedreich Ataxia
C0022958,Lacunar Dementias
C0751531,Subclavian Steal
C0751816,Carotid Pseudoaneurysm
C0393561,Subcortical Vascular Dementia
C0007774,Cerebral Arterial Diseases
C0023529,"Leukomalacia, Periventricular"
C0338451,Frontotemporal dementia
C0236642,Pick Disease of the Brain
C0014068,Encephalomalacia
C0751785,Unverricht-Lundborg Syndrome
C0752166,Bardet-Biedl Syndrome
C0751221,Pituitary FSH Hypersecretion
C0221406,Pituitary-dependent Cushing's disease
C0162534,Prion Diseases
C0085209,"Encephalopathy, Bovine Spongiform"
C0036457,Scrapie
C0026847,Spinal Muscular Atrophy
C0700595,Spinal Muscular Atrophies of Childhood
C0751820,Facial Nerve Avulsion
C0221060,Mobius Syndrome
C0751945,Hypoglossal Neuropathy
C0338508,Optic Atrophy 1
C0393789,"Trigeminal Neuropathy, Idiopathic"
C0431383,Hydranencephaly with Proliferative Vasculopathy
C0751870,"Heredodegenerative Disorders, Nervous System"
C0035372,Rett Syndrome
C0085084,Motor Neuron Disease
C0393540,Childhood Progressive Bulbar Palsy
C0949664,Tauopathies
C0278076,Behavioral tic
C0231694,"Gait, Festinating"
C0751257,"Auditory Processing Disorder, Central"
C0349464,Wernicke-Korsakoff Syndrome
C0010314,Cri-du-Chat Syndrome
C1136249,"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED"
C0026705,Mucopolysaccharidosis II
C0175702,Williams Syndrome
C0872084,Sarcopenia
C0586323,Alcohol Withdrawal Seizures
C0553757,Olfaction Disorders
C5392959,Taste Dysfunction
C0278155,Taste-Blindness
C0042798,Low Vision
C0751950,Neuromuscular Junction Diseases
C0001198,Acrodynia
C0235880,Mononeuritis
C0456516,"Median Neuropathy, Proximal"
C0206239,Cubital Tunnel Syndrome
C0085677,Alcoholic Neuropathy
C0001957,Alcohol Withdrawal Delirium
C0751859,"Lead Poisoning, Nervous System"
C0751860,"Lead Encephalopathy, Childhood"
C0677050,Manganese Poisoning
C0546127,"Mercury Poisoning, Nervous System"
C0752285,"Hypersomnia, Post-Traumatic"
C0027404,Narcolepsy
C0393776,Sleep-Related Painful Erections
C0751794,"Missile Injuries, Penetrating, Head"
C0009759,Conjunctival Diseases
C0085109,Corneal Neovascularization
C0010038,Corneal Opacity
C0015393,Eye Abnormalities
C0003119,Anophthalmos
C0009363,Congenital ocular coloboma (disorder)
C0035313,Retinal Dysplasia
C0015398,"Eye Diseases, Hereditary"
C0078922,"Albinism, Tyrosinase-Positive"
C0035334,Retinitis Pigmentosa
C0005741,Blepharitis
C5392168,"Aphakic Eye, Traumatic"
C0003535,"Aphakia, Postcataract"
C0017614,"Glaucoma, Suspect"
C0034951,Refractive Errors
C1847524,Hyperopic Astigmatism
C0020490,Hyperopia
C0011884,Diabetic Retinopathy
C0006123,Branch Retinal Artery Occlusion
C0035304,Retinal Degeneration
C5200822,Sea Fan Neovascularization
C0035344,Retinopathy of Prematurity
C4074771,"Sterility, Reproductive"
C0848558,Hypospadias
C0033117,Priapism
C0237873,Physiological Sexual Disorders
C0242998,"Impotence, Venogenic"
C0037859,Spermatocele
C0042063,Urogenital Abnormalities
C0206081,Hyperandrogenism
C0268301,Reifenstein Syndrome
C0018054,"Gonadal Dysgenesis, 46,XY"
C1563720,Kallmann Syndrome 2 (disorder)
C0016697,Freemartinism
C0027706,Hereditary nephritis
C0020500,Hyperoxaluria
C0085548,Autosomal Recessive Polycystic Kidney Disease
C0027709,Nephrocalcinosis
C0392525,Nephrolithiasis
C0027719,Nephrosclerosis
C0027720,Nephrosis
C3245525,Familial renal glucosuria
C0033805,Pseudohypoaldosteronism
C0242528,Azotemia
C0041954,Ureteral Diseases
C0878773,Overactive Bladder
C0014394,Enuresis
C0017979,Glycosuria
C0042025,Urinary Stress Incontinence
C1720887,Female Urogenital Diseases
C0003128,Anovulation
C0456483,Simple Endometrial Hyperplasia
C0025323,Menorrhagia
C0205990,Vaginal Prolapse
C0042998,Vulvovaginitis
C0042582,Vesicovaginal Fistula
C0000821,Threatened abortion
C0015938,Fetal Macrosomia
C0455988,"Hydrops Fetalis, Non-Immune"
C0015924,Fetal Anoxia
C1285261,Fetal Nutrition Disorders
C0341934,Transient hypertension of pregnancy
C0162739,HELLP Syndrome
C0020450,Hyperemesis Gravidarum
C0000832,Abruptio Placentae
C0233283,Complete breech presentation
C0013418,Dystocia
C0079924,Oligohydramnios
C0032051,Placental Insufficiency
C0032993,"Pregnancy, Prolonged"
C2909478,Postnatal Dysphoria
C0013274,Patent ductus arteriosus
C0013481,Ebstein Anomaly
C0014116,Endocardial Cushion Defects
C0152101,Hypoplastic Left Heart Syndrome
C5690880,Levotransposition of Great Vessels
C0003813,Sinus Arrhythmia
C0001396,Adams-Stokes Syndrome
C0004245,Atrioventricular Block
C0039234,"Tachycardia, Ectopic Atrial"
C0085128,"Cardiac Output, High"
C0162770,Right Ventricular Hypertrophy
C0007192,"Cardiomyopathy, Alcoholic"
C0949658,"Cardiomyopathy, Hypertrophic, Familial"
C0853897,Diabetic Cardiomyopathies
C0553980,Endomyocardial Fibrosis
C0013608,"Edema, Cardiac"
C1135196,"Heart Failure, Diastolic"
C1959586,"Free Wall Rupture, Heart"
C0206064,Microvascular Angina
C0376416,"Hibernation, Myocardial"
C0242707,Right Ventricular Dysfunction
C0019243,"Angioedemas, Hereditary"
C1696708,Prehypertension
C1138421,Spider Veins
C0178324,Vascular System Injuries
C0042485,Venous Insufficiency
C0002891,"Anemia, Neonatal"
C0008533,Hemophilia B
C0005818,Blood Platelet Disorders
C0162538,Immunoglobulin A deficiency (disorder)
C0239981,Hypoalbuminemia
C0398623,Thrombophilia
C0024215,"Lymphangiectasis, Intestinal"
C0004903,Beckwith-Wiedemann Syndrome
C0175694,Smith-Lemli-Opitz Syndrome
C1955934,Trichothiodystrophy Syndromes
C0014527,Epidermolysis Bullosa
C0079136,Cockayne-Touraine Disease
C0598608,Hyperhomocysteinemia
C0282577,Congenital Disorders of Glycosylation
C0017920,Glycogen Storage Disease Type I
C0017922,Glycogen Storage Disease Type III
C0026703,Mucopolysaccharidoses
C0026708,Mucopolysaccharidosis V
C0026706,Mucopolysaccharidosis III
C0034350,"Pyruvate Metabolism, Inborn Errors"
C0022350,"Jaundice, Chronic Idiopathic"
C0020474,"Hyperlipidemia, Familial Combined"
C0023817,Hyperlipoproteinemia Type I
C1704417,Hyperlipoproteinemia Type IIb
C0020479,Hyperlipoproteinemia Type III
C0020480,Hyperlipoproteinemia Type IV
C0020481,Hyperlipoproteinemia Type V
C0000744,Abetalipoproteinemia
C0023794,Lipoidosis
C0085078,Lysosomal Storage Diseases
C0020630,Hypophosphatasia
C2936847,Acatalasemia Japanese type
C0037277,"Skin Diseases, Genetic"
C1306503,Congenital exomphalos
C0022548,Keloid
C0085750,Adenosis of Breast
C1449721,Infant Gynecomastia
C0162823,"Dermatitis, Irritant"
C0162830,"Dermatitis, Phototoxic"
C0085119,Foot Ulcer
C0019572,Hirsutism
C0020555,Hypertrichosis
C0022594,Keratosis Blennorrhagica
C0376154,Skin callus
C0025209,Melanosis
C0000889,Acanthosis Nigricans
C0023321,Lentigo
C0006666,Calciphylaxis
C1257958,Glucose Metabolism Disorders
C0011859,Lipoatrophic Diabetes Mellitus
C0271650,Glucose Intolerance (disease)
C0012715,Iron Metabolism Disorders
C0154251,Lipid Metabolism Disorders
C0242339,Dyslipidemias
C0020476,Hyperlipoproteinemias
C0085681,Hyperphosphatemia (disorder)
C0043046,Wasting Syndrome
C0020579,Hypervitaminosis A
C0008412,Choline Deficiency
C0035528,Riboflavin Deficiency
C0005122,Beriberi
C0042875,Vitamin E Deficiency
C0038981,Swayback
C1257763,Overnutrition
C2936179,"Obesity, Visceral"
C0018050,Gonadal Disorders
C0151721,Testicular hypogonadism
C0034012,Delayed Puberty
C0015190,Euthyroid Sick Syndromes
C0018022,Endemic goiter
C0020551,Hyperthyroxinemia
C2940786,Thyroid Hormone Resistance Syndrome
C0559470,Allergy to peanuts
C0001818,Agoraphobia
C0020703,Dissociative Hysteria
C0596170,Binge eating disorder
C2267227,Bulimia Nervosa
C0009983,Coprophagia
C0232480,Geophagia
C0040953,Trichotillomania
C0003477,Separation Anxiety Disorder
C0236792,Asperger Syndrome
C0525042,Feeding and Eating Disorders of Childhood
C0026613,Motor Skills Disorders
C0038273,Stereotypic Movement Disorder
C4704929,Dysthymia and Chronic Depression
C0085159,Seasonal Affective Disorder
C0021151,Incipient Schizophrenia
C0011251,Delusional disorder
C0525047,Sexual and Gender Disorders
C0033953,Psychosexual Disorders
C0040765,Transsexualism
C0005887,Body Dysmorphic Disorders
C0333641,Atrophic
C0012359,Pathological Dilatation
C0019288,"Hernia, Femoral"
C0019326,Ventral Hernia
C0019310,"Hernia, Obturator"
C0020564,Hypertrophy
C0027344,"Nails, Malformed"
C2936349,"Plaque, Amyloid"
C0015697,Arterial Fatty Streak
C0021846,Intestinal Polyps
C0009376,Colonic Polyps
C0600519,Ventricular Remodeling
C0376628,Chromosome Breakage
C0969675,Uniparental Heterodisomy
C0043379,XYY Karyotype
C0040715,Chromosomal translocation
C0035624,Rigor Mortis
C1566590,Delayed Graft Function
C0020507,Hyperplasia
C0013390,Dysmenorrhea
C0028949,Oligomenorrhea
C0025568,Metaplasia
C0018128,"Graft Occlusion, Vascular"
C0085258,Yang Deficiency
C0027412,Opioid-Related Disorders
C0016325,Fluoride Poisoning
C0026865,Mushroom Poisoning
C0025427,Mercury Poisoning
C0026953,Mycotoxicosis
C0023119,Lathyrism
C0028043,Nicotine Dependence
C0016537,Forearm Injuries
C0041601,Ulna Fractures
C0020162,Humeral Fractures
C0037005,Shoulder Dislocation
C0043264,Wrist Injuries
C0015401,Eye foreign bodies
C0022363,Jaw Fractures
C0024692,Mandibular Fractures
C0162437,Blow-Out Fractures
C0019554,Hip Dislocation
C1135812,Patellar Dislocation
C0015806,Femoral Neck Fractures
C0521169,Compression fracture
C0016665,"Fractures, Ununited"
C0033785,Pseudarthrosis
C0521170,Osteoporotic Fractures
C0009353,Colles' Fracture
C1564560,"Fractures, Cartilage"
C0022744,Knee Injuries
C0027531,Neck Injuries
C0043145,Whiplash Injuries
C0037578,Soft Tissue Injuries
C0080194,Muscle strain
C0036916,Sexually Transmitted Diseases
C0006852,Candidiasis of vagina
C0085438,"Meningitis, Fungal"
C0751905,Herpetic Facial Paralysis
C0751675,Cerebral Primitive Neuroectodermal Tumor
C0027962,Melanocytic nevus
C0242387,Mandibulofacial Dysostosis
C0016508,Congenital Foot Deformity
C0018565,"Hand Deformities, Acquired"
C0019112,Hemorrhoids
C3658299,Zellweger Spectrum
C0018777,Conductive hearing loss
C0001163,Vestibulocochlear Nerve Diseases
C0751127,Concussive Convulsion
C0393693,"Benign Neonatal Epilepsy, Nonfamilial"
C0014877,Esotropia
C0015310,Exotropia
C0338503,Septo-Optic Dysplasia
C0454560,Acquired Language Disorders
C0002018,Alexia
C0474368,Labor Pain
C0686721,Shaken baby syndrome
C0042909,Vitreous Hemorrhage
C0339543,Epiretinal Membrane
C0339546,Retinal Pigment Epithelial Detachment
C0024441,Macular Holes
C1720771,Testicular Hydrocele
C1567426,Unilateral Multicystic Dysplastic Kidney
C2004487,Vaginospasm
C0007871,Uterine Cervical Incompetence
C0025874,Metrorrhagia
C0000810,Incomplete spontaneous abortion
C0312416,Morning Sickness
C1721023,Quadruple Nuchal Cord
C0019343,Pemphigoid Gestationis
C0032994,"Pregnancy, Tubal"
C3665358,Galactorrhea
C0018816,Heart Septal Defects
C0242855,Congenital atresia of pulmonary valve
C1384670,Single umbilical artery
C0014117,Endocardial Fibroelastosis
C0032319,Pneumopericardium
C0238096,"Embolism, Paradoxical"
C0015959,Fetomaternal Transfusion
C0015523,Hereditary Factor XI Deficiency
C4722227,Hypoprothrombinemias
C3853779,Neonatal Alloimmune Thrombocytopenia
C3543867,Collodion Fetus
C0017923,Glycogen Storage Disease Type IV
C0220991,Rotor Syndrome
C1257809,"Steroid Metabolism, Inborn Errors"
C0342488,"Mineralocorticoid Excess Syndrome, Apparent"
C0030445,"Paralysis, Obstetric"
C0857007,"Hyperbilirubinemia, Neonatal"
C5392973,Callous-Unemotional Traits
C0948163,Leukoaraiosis
C0036429,Sclerosis
C0031391,Phencyclidine Abuse
C0037006,Shoulder Fractures
C0038505,Sturge-Weber Syndrome
C1384606,Dyspareunia
C0162482,Uterine Inversion
C0042135,Uterine Inertia
C0022739,Klippel-Trenaunay-Weber Syndrome
C1258090,"Pneumonia of Swine, Mycoplasmal"
C0206746,Hepadnaviridae Infections
C0277066,Cysticercus cellulosae Infection
C0206695,"Carcinoma, Neuroendocrine"
C1306214,ACTH-Secreting Pituitary Adenoma
C2919945,Cavernous Hemangioma of Brain
C0206667,Adrenal Cortical Adenoma
C0015424,Eyelid Neoplasms
C1456779,Benign Optic Nerve Sheath Neoplasms
C0001231,"ACTH Syndrome, Ectopic"
C2745963,Kashin-Beck Disease
C1258085,Barrett Epithelium
C0376620,Pouchitis
C0149771,Rectocele
C2350350,Ventilator-Induced Lung Injury
C0338480,Common Migraine
C0033893,Tension Headache
C0393739,Episodic Cluster Headache
C0155305,"Optic Neuropathy, Ischemic"
C0032768,Postherpetic neuralgia
C0751930,Femoral Neuritis
C1563709,Myopathic Ophthalmopathy
C0271178,Irvine-Gass Syndrome
C0600518,Choroidal Neovascularization
C0030593,Pars Planitis
C0014588,Epispadias
C0010695,Cystocele
C0023804,"Lipomatosis, Multiple Symmetrical"
C1720859,"Familial Partial Lipodystrophy, Type 1"
C0860549,Refeeding Syndrome
C0376185,"Hypoaldosteronism, Hyporeninemic"
C0030662,"Gambling, Pathological"
C0752235,Lyme Neuroborreliosis
C0752342,Neuroaspergillosis
C0026393,Molluscum Contagiosum
C0242917,Filoviridae Infections
C0206751,Rhabdoviridae Infections
C0085306,Feline infectious peritonitis
C0078911,AIDS-Associated Nephropathy
C0080323,Visna
C0034049,"Pulmonary Adenomatosis, Ovine"
C0012102,Dicrocoeliasis
C0026229,Mite Infestations
C0023439,"Leukemia, Eosinophilic, Acute"
C0025464,Mesenchymoma
C0206627,"Mixed Tumor, Mullerian"
C0017525,Giant Cell Tumors
C0079218,"Fibromatosis, Aggressive"
C0206647,Dermatofibrosarcoma
C0037661,Somatostatinoma
C0027832,Neurofibromatosis 2
C0023743,Linitis Plastica
C0206696,"Carcinoma, Signet Ring Cell"
C1333190,"Neoplasms, Cystic"
C0751689,Peripheral Nerve Sheath Neoplasm
C0206731,Angiofibroma
C1333990,Hereditary Nonpolyposis Colorectal Cancer
C0009761,Conjunctival Neoplasms
C0024958,Maxillary Sinus Neoplasms
C1096154,Kinsbourne Syndrome
C0020498,"Hyperostosis, Diffuse Idiopathic Skeletal"
C0162666,Mitochondrial Encephalomyopathies
C0238288,"Muscular Dystrophy, Facioscapulohumeral"
C0238358,Hypokalemic periodic paralysis
C0014863,Esophageal spasm
C0917875,Esophageal diverticulosis
C0238067,"Colitis, Collagenous"
C0033246,Proctitis
C0015734,Fecal Impaction
C1257915,Intestinal Polyposis
C1867403,Infantile Hypertrophic Pyloric Stenosis
C0162566,Porphyria Cutanea Tarda
C0162532,Variegate Porphyria
C0376670,"Pancreatitis, Alcoholic"
C0031028,Periapical Diseases
C0454545,Hyperkinetic Dysphonia
C0020303,Hydropneumothorax
C0475712,Primary sleep apnea of newborn
C1720922,Respiratory Aspiration
C0752347,Lewy Body Disease
C0751817,Traumatic Carotid-Cavernous Sinus Fistula
C0271371,Total Third-Nerve Palsy
C0271270,Oculovestibuloauditory syndrome
C0019816,"Hereditary, Type VII, Motor and Sensory Neuropathy"
C0019562,Von Hippel-Lindau Syndrome
C0037771,"Paraparesis, Spastic"
C0013378,Dysgeusia
C0270810,Peroneal Nerve Paralysis
C0085404,POEMS Syndrome
C0752289,Environmental Sleep Disorder
C0017605,Angle Closure Glaucoma
C0014306,Enophthalmos
C0004698,Balkan Nephropathy
C0150045,Urge Incontinence
C0085642,Livedo Reticularis
C0079293,Epidermolysis Bullosa Acquisita
C0027538,Necrobiosis Lipoidica
C0263409,Linear Scleroderma
C0022603,Seborrheic keratosis
C0001529,Adiposis Dolorosa
C0014854,Esophageal diverticulum
C0085232,Zenker Diverticulum
C0178282,Hernia of abdominal cavity
C1956418,Torsion Abnormality
C0018994,Biliary Tract Hemorrhage
C0262627,Seroma
C0024961,Maxillofacial Injuries
C0751910,Adult Optic Nerve Glioma
C0022972,Lambert-Eaton Myasthenic Syndrome
C0018948,Hemometra
C0751543,Locomotor Ataxia
C0085261,Proteus Syndrome
C0279070,Adult Oligodendroglioma
C0007093,Carcinoid Heart Disease
C0038478,Struma Ovarii
C0010606,Adenoid Cystic Carcinoma
C0039747,Thecoma
C0027657,"Neoplasms, Dental Tissue"
C0025184,Meigs Syndrome
C0751836,"Gait Ataxia, Sensory"
C0004095,Asthenopia
C0028077,Nyctalopia
C1563718,Genital Infantilism
C0024164,Lutembacher Syndrome
C0018854,gamma-Chain Disease
C0024693,Mandibular Injuries
C1332965,Congenital Mesoblastic Nephroma
C0749794,"Upper Extremity Deformities, Congenital"
C0206687,"Carcinoma, Endometrioid"
C0019123,Hemothorax
C0014390,Entropion
C1135191,"Heart Failure, Systolic"
C0159970,Knee Dislocation
C0162836,Hidradenitis Suppurativa
C0040259,Tinea Pedis
C1258666,Myxoid cyst
C0085648,Synovial Cyst
C1961099,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
C0206625,Malignant Mixed Tumor
C0206115,WAGR Syndrome
C0206631,Lipomatous neoplasm
C1510502,Oxyphilic Adenoma
C0206699,"Cystadenocarcinoma, Mucinous"
C0030186,Paget Disease Extramammary
C0206722,"Neoplasms, Gonadal Tissue"
C0206723,Sertoli-Leydig Cell Tumor
C0278601,Inflammatory Breast Carcinoma
C1704374,Carcinoma of Endocrine Gland
C0025267,Multiple Endocrine Neoplasia Type 1
C0220636,Malignant neoplasm of salivary gland
C0747273,Malignant tumour of parotid gland
C0014536,Epidural Neoplasms
C0271568,Laron Syndrome
C0022738,Klippel-Feil Syndrome
C0238402,Pycnodysostosis
C0005942,"Bone Diseases, Endocrine"
C0011085,"Decalcification, Pathologic"
C0029421,Osteochondritis Dissecans
C0206366,Ossification of Posterior Longitudinal Ligament
C0022360,Jaw Abnormalities
C0877149,Patellofemoral Pain Syndrome
C0039516,Tennis Elbow
C0947622,Cholecystolithiasis
C0919691,Anastomotic Leak
C0013299,Duodenogastric Reflux
C4759657,Anal Ulcer
C0033775,Pruritus Ani
C0745744,End Stage Liver Disease
C0027773,Nesidioblastosis
C0031106,Aggressive Periodontitis
C0038218,Status Asthmaticus
